FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,REPRSNT_MENU_NM,MENU_PRC,BASE_DE
"삼호가든","강원 화천군 사내면 문화마을1길 14","42","42790","127.5246561","38.0683995","강원",,,"깨죽삼계탕","15000","20241231"
"낙타민박","강원 화천군 화천읍 비수구미길 944","42","42790","127.8594213","38.159596","강원",,,"산채비빔밥",,"20241231"
"솥","강원 화천군 화천읍 산수화로 91","42","42790","127.7115271","38.1129238","강원",,,"콩탕&사골손만두국","8000","20241231"
"모퉁이","강원 화천군 화천읍 상승로2길 25-13 1층 모퉁이","42","42790","127.7033461","38.1056453","강원",,,"갈비수육&들기름젓갈비빔면","33000","20241231"
"형제칼국수","강원도 강릉시 강릉대로204번길 2","42","42150","128.8930263","37.7579012","강원",,,"장칼국수","7000","20241231"
"강릉감자옹심 강릉본점","강원도 강릉시 토성로 171","42","42150","128.8948902","37.7564701","강원",,,"감자옹심이칼국수","8000","20241231"
"동명항게찜","강원도 속초시 동명동 1-12","42","42210","128.6002585","38.212505","강원",,,"대게찜",,"20241231"
"동명항생선숯불구이","강원도 속초시 동명동 513-98","42","42210","128.5862262","38.2109576","강원",,,"생선구이",,"20241231"
"사돈집","강원도 속초시 영랑동 133","42","42210","128.5968186","38.2142039","강원",,,"물곰탕",,"20241231"
"삼해횟집","강원도 속초시 영랑동 148-171","42","42210","128.5921481","38.2199884","강원",,,"회",,"20241231"
"최대섭대박김밥","강원도 속초시 중앙동 471-4","42","42210","128.5901784","38.2045407","강원",,,"명태회김밥",,"20241231"
"양반댁함흥냉면","강원도 속초시 청초호반로 302","42","42210","128.5902395","38.2017778","강원",,,"명태회함흥냉면","9000","20241231"
"전주식당","강원도 양구군 양구읍 비봉로 91-23","42","42800","127.9862795","38.1100015","강원",,,"돼지고기김치찌개","9000","20241231"
"백담황태구이","강원도 인제군 북면 용대리 592","42","42810","128.3651816","38.1886627","강원",,,"황태구이정식",,"20241231"
"자작나무집","강원도 인제군 인제읍 원대리 242-6","42","42810","128.2366805","38.0047296","강원",,,"잡어매운탕",,"20241231"
"회동집","강원도 정선군 정선읍 5일장길 37-10","42","42810","128.664643","37.3809697","강원",,,"곤드레밥","7000","20241231"
"대원당","강원도 춘천시 석사동 796-2","42","42110","127.7393362","37.8577456","강원",,,"쿠로 맘모스",,"20241231"
"샘밭막국수","강원도 춘천시 신북읍 천전리 118-23","42","42110","127.7812048","37.9295981","강원",,,"막국수",,"20241231"
"명가막국수","강원도 춘천시 신북읍 천전리 39-7","42","42110","127.7919792","37.9329516","강원",,,"막국수",,"20241231"
"원조숯불닭불고기","강원도 춘천시 중앙로 2가 70","42","42110","127.7253911","37.8787328","강원",,,"숯불닭갈비",,"20241231"
"창모루","경기 하남시 검단산로 301","41","41450","127.2332637","37.5393458","경기",,,"해물칼제비","9000","20241231"
"털보네바베큐","경기 하남시 미사동로 49","41","41450","127.2012894","37.5716713","경기",,,"삼겹살등갈비바비큐&생고기김치찌개","50000","20241231"
"동화펜션&유원지","경기도 가평군 상면 임초리 42-1","41","41820","127.3805031","37.7714166","경기",,,"오리백숙",,"20241231"
"산골농원","경기도 가평군 설악면 어비산길99번길 75-7","41","41820","127.5099905","37.5962775","경기",,,"솥뚜껑닭볶음탕","72000","20241231"
"산촌","경기도 고양시 덕양구 벽제동 582-1","41","41281","126.9124464","37.7353977","경기",,,"사찰음식",,"20241231"
"소풍","경기도 고양시 덕양구 행주내동 151","41","41281","126.8260084","37.6003908","경기",,,"보리굴비",,"20241231"
"우정가든","경기도 고양시 덕양구 행주외동 54-8","41","41281","126.8226605","37.6029473","경기",,,"오리직화구이",,"20241231"
"초원오리농장","경기도 고양시 덕양구 현천동 41-7","41","41281","126.8730393","37.5923505","경기",,,"오리주물럭",,"20241231"
"바람아래꽃돌게장","경기도 고양시 일산동구 마두동 862","41","41281","126.7906265","37.6627783","경기",,,"돌게장",,"20241231"
"싹쓰리솥뚜껑김치삼겹살","경기도 고양시 일산동구 백석동 1247-6","41","41281","126.790673","37.6459476","경기",,,"삼겹살",,"20241231"
"우렁각시쌈밥총각","경기도 고양시 일산동구 백석동 1318","41","41281","126.7887774","37.6389361","경기",,,"우렁이쌈밥",,"20241231"
"별미진미","경기도 고양시 일산동구 백석동 1411-4","41","41281","126.7797765","37.6468084","경기",,,"게장",,"20241231"
"별미진미","경기도 고양시 일산동구 백석동 1411-4","41","41281","126.7797765","37.6468084","경기",,,"게장",,"20241231"
"제주쉬멍해장국","경기도 고양시 일산서구 대화동 137-2","41","41281","126.7415552","37.6850991","경기",,,"제주식소고기해장국",,"20241231"
"허육도","경기도 고양시 일산서구 덕이동 446-4","41","41281","126.7537828","37.6907657","경기",,,"해물찜",,"20241231"
"홍두깨칼국수","경기도 광명시 오리로964번길 17","41","41281","126.8566618","37.480599","경기",,,"손칼국수","3500","20241231"
"파라호","경기도 구리시 아차산로 417 교문동 108 성원쇼파","41","41310","127.1309101","37.5923481","경기",,,"매운탕",,"20241231"
"자성화맛집코다리네","경기도 군포시 당동 973-9","41","41410","126.9395374","37.3443318","경기",,,"코다리조림",,"20241231"
"봉구네고기집","경기도 김포시 양촌읍 석모리 1011-2","41","41570","126.6404951","37.6524696","경기",,,"소돼지직화구이",,"20241231"
"진흥관","경기도 김포시 양촌읍 석모리 1191","41","41570","126.6439714","37.6527519","경기",,,"짜장면",,"20241231"
"큰손참붕어찜","경기도 김포시 양촌읍 석모리 544-2","41","41570","126.6498409","37.6645984","경기",,,"붕어찜",,"20241231"
"박승광손칼국수","경기도 김포시 장기동 157-2","41","41570","126.6582049","37.6485336","경기",,,"해물손칼국수",,"20241231"
"대문집","경기도 남양주시 고산로 249-12 1층 일부호(삼패동, 기와집1979)","41","41360","127.1937905","37.5946096","경기",,,"한우고기말이&강된장볶음밥","23000","20241231"
"수인씨의마당","경기도 남양주시 별내동 265","41","41360","127.1064785","37.6625305","경기",,,"시래기",,"20241231"
"시가올","경기도 남양주시 삼패동 589-2","41","41360","127.1877558","37.5935868","경기",,,"비빔국수",,"20241231"
"개성집","경기도 남양주시 와부읍 경강로 876","41","41360","127.2349971","37.5593937","경기",,,"오이소박이냉국수","8000","20241231"
"팔당초계국수","경기도 남양주시 와부읍 팔당리 80-11","41","41360","127.2546647","37.5411164","경기",,,"초계국수",,"20241231"
"더수제비","경기도 남양주시 조안면 삼봉리 276-3","41","41360","127.3377147","37.5918731","경기",,,"수제비",,"20241231"
"메봉골황제능이버섯","경기도 남양주시 화도읍 금남리 511-79","41","41360","127.3526468","37.6338216","경기",,,"해신탕",,"20241231"
"스위트로빈","경기도 동두천시 보산동 426-5","41","41250","127.0567768","37.9150286","경기",,,"디저트",,"20241231"
"오륙하우스","경기도 동두천시 보산동 430-8","41","41250","127.0555099","37.9173605","경기",,,"경양식",,"20241231"
"원조다래솥뚜껑","경기도 동두천시 생연동 369-7","41","41250","127.0586706","37.8988647","경기",,,"솥뚜껑구이",,"20241231"
"황주생고기","경기도 동두천시 생연동 823-19","41","41250","127.05188","37.9050694","경기",,,"한우",,"20241231"
"삼도갈비","경기도 부천시 상2동 573-1","41","41190","126.7540766","37.5005944","경기",,,"한우생갈비",,"20241231"
"김치테마파크","경기도 부천시 상동 529-2","41","41190","126.7465862","37.5120435","경기",,,"김치",,"20241231"
"추억의연탄집","경기도 성남시 분당구 구미동 34-5","41","41135","127.11175","37.3485478","경기",,,"고추장삼겹살",,"20241231"
"화수목","경기도 성남시 분당구 서현동 273-1","41","41135","127.1206886","37.3850485","경기",,,"스키야키",,"20241231"
"찌마기","경기도 성남시 분당구 정자동 53-3","41","41135","127.1144493","37.3712486","경기",,,"조개찜",,"20241231"
"경포","경기도 성남시 수정구 복정동 38-24","41","41131","127.144599","37.4601728","경기",,,"돼지갈비정식",,"20241231"
"오불뚝","경기도 성남시 수정구 창곡동 551-1","41","41131","127.1377083","37.4661506","경기",,,"오징어볶음",,"20241231"
"티마하우스","경기도 수원시 영통구 이의동 1222-4","41","41131","127.0545801","37.3119576","경기",,,"비건양식",,"20241231"
"진미통닭","경기도 수원시 팔달구 남수동 117-1","41","41115","127.0181226","37.2796585","경기",,,"통닭",,"20241231"
"무쇳집","경기도 수원시 팔달구 인계동 1113-10","41","41115","127.0316138","37.2636057","경기",,,"등심",,"20241231"
"안일옥 본점","경기도 안성시 중앙로411번길 20","41","41173","127.272872","37.0076865","경기",,,"설렁탕","9000","20241231"
"에버그린","경기도 안양시 동안구 관양 2동 1487-28","41","41173","126.9699008","37.3987925","경기",,,"돈가스",,"20241231"
"금강올갱이해장국","경기도 안양시 동안구 관양동 1450-10","41","41173","126.9612313","37.4031413","경기",,,"다슬기해장국",,"20241231"
"옛집","경기도 안양시 만안구 안양 6동 517-19","41","41173","126.9282562","37.3878291","경기",,,"쌈밥",,"20241231"
"삼촌식당","경기도 안양시 만안구 안양동 695-150","41","41173","126.918235","37.4019225","경기",,,"카레",,"20241231"
"평양면옥","경기도 양주시 장흥면 호국로 515","41","41173","126.9715547","37.7170467","경기",,,"꿩냉면","11000","20241231"
"평양초계탕","경기도 양평군 강하면 전수리 564-2","41","41830","127.4195843","37.5014386","경기",,,"초계탕",,"20241231"
"개군할머니토종순대국","경기도 양평군 개군면 하자포길 29","41","41830","127.537792","37.4257469","경기",,,"토종순대국","10000","20241231"
"두메향기산","경기도 양평군 양서면 목왕리 87","41","41830","127.3856533","37.5525152","경기",,,"산나물비빔밥",,"20241231"
"오산할머니집","경기도 오산시 오산로300번길 3","41","41830","127.0690666","37.1537521","경기",,,"설렁탕","10000","20241231"
"한참치","경기도 용인시 기흥구 보정동 1184-4","41","41463","127.1106989","37.3218424","경기",,,"참치회",,"20241231"
"청솔유황오리진흙구이","경기도 용인시 수지구 동천동 152-3","41","41463","127.0956311","37.343317","경기",,,"오리진흙구이",,"20241231"
"바위꽃","경기도 용인시 처인구 삼가동 241-48","41","41463","127.1762152","37.2380666","경기",,,"굴",,"20241231"
"일출보리밥집","경기도 의왕시 내손동 226","41","41430","126.9854117","37.378601","경기",,,"보리밥",,"20241231"
"전라도일키로바지락칼국수","경기도 의왕시 청계동 534","41","41430","127.011826","37.3926517","경기",,,"바지락칼국수",,"20241231"
"콩지팥찌","경기도 의왕시 청계동 544-1","41","41430","127.0102823","37.3932937","경기",,,"팥죽",,"20241231"
"외식하기가장좋은집","경기도 의왕시 포일동 505-117","41","41430","126.9869666","37.3937566","경기",,,"돼지갈비",,"20241231"
"청운누룽지백숙","경기도 의왕시 학의동 593-1","41","41430","127.0046983","37.3739583","경기",,,"누룽지닭백숙",,"20241231"
"정통부대고기","경기도 의정부시 가능3동 578-19","41","41150","127.027303","37.7446234","경기",,,"부대볶음",,"20241231"
"오뎅식당","경기도 의정부시 호국로1309번길 7","41","41150","127.0494305","37.7440827","경기",,,"부대찌개","9000","20241231"
"맷돌우리콩감자탕","경기도 파주시 문발동 545-1","41","41480","126.7074527","37.728737","경기",,,"콩비지감자탕",,"20241231"
"은하장","경기도 파주시 문산읍 문향로 78","41","41480","126.7860424","37.8584828","경기",,,"짜장면","5500","20241231"
"청산어죽","경기도 파주시 서패동 183-3","41","41480","126.6956688","37.7142694","경기",,,"어죽",,"20241231"
"류재은베이커리","경기도 파주시 탄현면 성동리 187-1","41","41480","126.6872275","37.7884699","경기",,,"마늘빵, 파네토네",,"20241231"
"파주옥 평택본점","경기도 평택시 중앙2로 3","41","41650","127.087481","36.9919465","경기",,,"곰탕","9000","20241231"
"김근자할머니집","경기도 포천시 이동면 장암1길 14","41","41650","127.366814","38.0353655","경기",,,"양념갈비","38000","20241231"
"털보네바베큐","경기도 하남시 미사동 309","41","41650","127.2012894","37.5716713","경기",,,"장어참나무직화구이",,"20241231"
"강변손두부","경기도 하남시 미사동로 105-1","41","41650","127.2037735","37.5762674","경기",,,"생두부&하얀순두부&빨간순두부","10000","20241231"
"팔당원조칼제비칼국수","경기도 하남시 창우동 4-9","41","41650","127.2375118","37.5414098","경기",,,"칼제비",,"20241231"
"왕대통수라찜","경기도 하남시 춘궁동 501-6","41","41650","127.1850513","37.5206564","경기",,,"대통찜",,"20241231"
"신동태","경기도 화성시 장지동 817-1","41","41590","127.1248324","37.1516926","경기",,,"알탕",,"20241231"
"라카사","경기도도 평택시 신장동 315-8","41","41650","127.0515704","37.0807282","경기",,,"멕시코 요리",,"20241231"
"사보르 페루아노","경기도도 평택시 신장동 319-4","41","41650","127.0524047","37.0806122","경기",,,"페루 요리",,"20241231"
"한밭갈비","경남 사천시 목섬길 26","48","48240","128.0753375","34.9256468","경남",,,"돼지생갈비",,"20241231"
"비엔나실비","경남 사천시 벌리9길 23 2층","48","48240","128.085554","34.9394384","경남",,,"실비 한 상",,"20241231"
"풍년복집","경남 사천시 수남길 82 풍년식당","48","48240","128.069645","34.9285144","경남",,,"복국&복매운탕","28000","20241231"
"박서방식당","경남 사천시 유람선길 14 박서방식당","48","48240","128.0638102","34.9307969","경남",,,"백반","15000","20241231"
"신사랑방","경북 구미시 금오산로 140","47","47190","128.3293404","36.1246684","경북",,,"북어물찜&북어국","9000","20241231"
"산동식당","경북 구미시 산동읍 강동로 1001","47","47190","128.4375328","36.1681105","경북",,,"머릿고기&보리비빔밥","30000","20241231"
"산동장안식당","경북 구미시 산동읍 강동로 840","47","47190","128.4550563","36.1650208","경북",,,"석쇠불고기 청국장정식","13000","20241231"
"거제고현시장","경상남도 거제시 고현동 98-27","48","48250","128.6236272","34.8862507","경남",,,,,"20241231"
"대동할매국수","경상남도 김해시 대동면 초정리 952-25","48","48250","128.9938456","35.2368743","경남",,,"구포국수",,"20241231"
"김정식의 삼일 뒷고기","경상남도 김해시 삼문동 97-5","48","48250","128.7987423","35.1976241","경남",,,"뒷고기",,"20241231"
"울산다찌","경상남도 통영시 봉평동 447","48","48220","128.4144769","34.8329844","경남",,,"다찌",,"20241231"
"할매우짜","경상남도 통영시 서호동 177-417","48","48220","128.4194147","34.8412857","경남",,,"우동, 짜장면",,"20241231"
"뚱보할머니김밥","경상남도 통영시 중앙동 129-3","48","48220","128.4236522","34.8438663","경남",,,"충무김밥",,"20241231"
"월산식육식당","경상남도 함양군 마천면 천왕봉로 1138","48","48220","127.6622391","35.3958178","경남",,,"소금구이","35000","20241231"
"교리김밥","경상북도 경주시 교동 69","47","47130","129.2162103","35.8308803","경북",,,"김밥",,"20241231"
"종갓집추어탕","경상북도 구미시 임은3길 16","47","47190","128.3644642","36.0889878","경북",,,"추어탕","8000","20241231"
"산마을식당","경상북도 울릉군 북면 136-2","47","47113","130.866106","37.5280801","경북",,,"산채정식","30000","20241231"
"윤금자모리칼국수","경상북도 포항시 북구 장성동 866-318","47","47113","129.3785099","36.0680204","경북",,,"모리국수",,"20241231"
"엘토르원조구룡포과메기","경상북도 포항시 북구 죽도동 47-8","47","47113","129.3648068","36.032501","경북",,,"과메기",,"20241231"
"장기식당","경상북도 포항시 북구 죽도시장3길 9-12","47","47113","129.3655871","36.0358566","경상",,,"곰탕","13000","20241231"
"송정떡갈비","광주 광산구 광산로29번길 1","29","29200","126.7948105","35.138964","광주",,,"육회비빔밥&떡갈비","15000","20241231"
"앵무동","광주 남구 봉선로79번길 2","29","29155","126.9061831","35.1263171","광주",,,"연포탕&소고기낙지탕탕이","45000","20241231"
"막동이회관","광주 동구 남문로 614","29","29110","126.9319279","35.1257335","광주",,,"생고기&토시살","15000","20241231"
"행복한밥상지도로","광주 북구 서암대로100번길 25","29","29170","126.89441","35.1701353","광주",,,"계절음식특선메뉴","10000","20241231"
"넓으실","광주광역시 북구 대촌길6번길 20-6","29","29170","126.8542598","35.2367033","광주",,,"활어회한상차림","90000","20241231"
"청학식당","대구광역시 남구 봉덕로1길 52-1","27","27230","128.5914396","35.8478324","대구",,,"섞어탕1","10000","20241231"
"칠성동할매콩국수 본점","대구광역시 북구 침산남로 40","27","27230","128.5807645","35.8884168","대구",,,"콩국수","9000","20241231"
"매봉식당","대전 대덕구 계족로664번길 113","29","29140","127.4352078","36.3702135","대전",,,"고기품은두부전골","27000","20241231"
"산막골가든","대전 서구 장안로 772-62","29","29140","127.3366209","36.196407","대전",,,"흑돼지구이","8000","20241231"
"한마음냉면","대전 유성구 진잠로70번길 41","30","30200","127.3184982","36.2984953","대전",,,"냉면&김치비빔","10000","20241231"
"고향콩나물집","대전 중구 보문로 305","30","30200","127.4199377","36.3293955","대전",,,"콩나물밥&육회&북어찜","7000","20241231"
"왕관식당","대전광역시 동구 선화로196번길 6","27","27140","127.4275366","36.3336014","대전",,,"육회(대)","9000","20241231"
"THE김밥","대전광역시 서구 갈마동 1217 102호","29","29140","127.3741838","36.3433664","대전",,,"옛날김밥",,"20241231"
"솔밭묵집","대전광역시 유성구 관용로 51","30","30200","127.3822725","36.4150279","대전",,,"닭도리탕","46000","20241231"
"산밑할머니묵집","대전광역시 유성구 관평동 544-4","30","30200","127.3810886","36.4160405","대전",,,"묵밥",,"20241231"
"진로집","대전광역시 중구 대흥동 314-1","30","30140","127.4247024","36.3258742","대전",,,"두부두루치기",,"20241231"
"속씨원한대구탕","부산 해운대구광역시 우동 643-5","26","26350","129.1554332","35.1608472","부산",,,"대구탕",,"20241231"
"내호냉면","부산광역시 남구 우암동 189-671","26","26290","129.0708627","35.1264731","부산",,,"밀면",,"20241231"
"신창국밥","부산광역시 동구 중앙대로214번길 3-4","26","26170","129.0412804","35.1163867","부산",,,"돼지국밥","8000","20241231"
"구기영조방낙지","부산광역시 동래구 명장 1동 63-4","26","26260","129.1060547","35.2046355","부산",,,"낙곱새",,"20241231"
"동래할매파전","부산광역시 동래구 복천동 367-2","26","26260","129.0838195","35.2046122","부산",,,"동래파전",,"20241231"
"송정3대국밥","부산광역시 진구 부전동 255-15","26","26260","129.0585416","35.1556809","부산",,,"돼지국밥",,"20241231"
"한방장어구이","부산광역시 연제구 거제동 879-13","26","26260","129.070744","35.1862908","부산",,,"양념장어",,"20241231"
"영도해녀촌","부산광역시 영도구 동삼1동 627","26","26260","129.0683006","35.0754386","부산",,,"영도 해녀김밥",,"20241231"
"사랑방","부산광역시 영도구 동삼동 983-9","26","26260","129.0808793","35.0635537","부산",,,"조개구이",,"20241231"
"한량","부산광역시 해운대구광역시 우동 1435","26","26350","129.1469545","35.1566385","부산",,,"꼬치구이",,"20241231"
"소이연남","서울 마포구 동교로 267 1층","11","11440","126.9253905","37.5635141","서울",,,"소고기국수","10000","20241231"
"다락정","서울 종로구 삼청로 131-1","11","11110","126.981505","37.5872361","서울",,,"녹두지짐&김치만두전골","12000","20241231"
"강구미주구리","서울 종로구 자하문로2길 5","11","11110","126.9730362","37.5765943","서울",,,"막회&백골뱅이구이&문어숙회&갈치조림","38000","20241231"
"고래불수산","서울 종로구 창경궁로 125-1","11","11110","126.9972998","37.5737178","서울",,,"고등어구이&민물새우수제비&가자미튀김","10000","20241231"
"을지로전주옥","서울 중구 수표로 63","11","11140","126.9894582","37.56687","서울",,,"오징어불갈비찜","28000","20241231"
"곰국수손만두","서울 중구 장충단로7길 31","11","11140","127.0046962","37.562448","서울",,,"곰국수&육전","9000","20241231"
"옥경이네건생선","서울 중구 퇴계로85길 7","11","11140","127.0195364","37.5660977","서울",,,"갑오징어구이&민어찜&서대조림","49000","20241231"
"무화잠 강남점","서울특별시 강남구 강남대로 338","11","11680","127.0257813","37.5061648","서울","http://무화잠.com/",,"대게찜 (100g)","11900","20241231"
"난장캠프","서울특별시 강남구 강남대로114길 10","11","11680","127.0252075","37.5057442","서울","https://nanjangcamp.modoo.at",,"생삼겹 참숯 통그릴구이","12000","20241231"
"배꼽집","서울특별시 강남구 강남대로128길 22","11","11680","127.0241178","37.510083","서울",,,"명품갈비탕","15000","20241231"
"닭한마리감자탕","서울특별시 강남구 강남대로152길 13","11","11680","127.0205007","37.5174055","서울",,,"감자탕 2인","25000","20241231"
"네기 NEGI","서울특별시 강남구 강남대로152길 67","11","11680","127.0245317","37.5190285","서울",,,"제철 사시미 모리아와세(모둠) 4인","93000","20241231"
"마산옥","서울특별시 강남구 강남대로152길 9","11","11680","127.0202321","37.5172666","서울",,,"모듬찜 중","50000","20241231"
"정돈프리미엄 신사점","서울특별시 강남구 강남대로160길 28","11","11680","127.0210494","37.5197745","서울",,,"로스","18000","20241231"
"미미면가","서울특별시 강남구 강남대로160길 29","11","11680","127.0210965","37.5200869","서울","https://mimimyunga.modoo.at/",,"고등어구이 온소바","18000","20241231"
"장서는날","서울특별시 강남구 강남대로78길 35","11","11680","127.032288","37.4957347","서울",,,"신포시장 김치섞어찌개","8000","20241231"
"땀땀","서울특별시 강남구 강남대로98길 12-5","11","11680","127.0279808","37.5004018","서울",,,"포 모이","15000","20241231"
"마포쉐프 강남역점","서울특별시 강남구 강남대로98길 16 파빌리온빌딩","11","11680","127.0280292","37.5007047","서울",,,"마초삼겹스테이크","19900","20241231"
"돌곰네","서울특별시 강남구 논현동 105 동현아파트 상가 지하","11","11680","127.0363736","37.5193396","서울",,,"문어",,"20241231"
"뉴문한우육회","서울특별시 강남구 논현동 143-2","11","11680","127.0228017","37.5097169","서울",,,"육회",,"20241231"
"건대통골뱅이","서울특별시 강남구 논현동 143-26","11","11680","127.0232023","37.5088934","서울",,,"골뱅이탕",,"20241231"
"새마을식당","서울특별시 강남구 논현동 164-12","11","11680","127.0237316","37.5076795","서울",,,"불고기",,"20241231"
"고요남","서울특별시 강남구 논현동 164-14","11","11680","127.0236097","37.5079654","서울",,,"소갈비찜",,"20241231"
"그릭슈바인","서울특별시 강남구 논현동 17","11","11680","127.0201916","37.5153925","서울",,,"슈바인학센",,"20241231"
"사람사는 고깃집 김일도","서울특별시 강남구 논현동 183-8","11","11680","127.0255033","37.5068175","서울",,,"숙성돼지고기",,"20241231"
"아카라","서울특별시 강남구 논현동 272-31","11","11680","127.0399169","37.5101718","서울",,,"로바다야끼",,"20241231"
"서경도락","서울특별시 강남구 논현동 60","11","11680","127.0293669","37.5197599","서울",,,"직화소불고기",,"20241231"
"자연석돌구이","서울특별시 강남구 논현동 97-18","11","11680","127.0353227","37.5206852","서울",,,"대패삼겹살",,"20241231"
"우시야","서울특별시 강남구 논현로159길 11","11","11680","127.0272046","37.522912","서울",,,"A코스","59000","20241231"
"한추","서울특별시 강남구 논현로175길 68","11","11680","127.0234405","37.5241075","서울",,,"후라이드치킨","17000","20241231"
"킹콩 스테이크","서울특별시 강남구 논현로175길 69 원영빌딩","11","11680","127.0234579","37.5238505","서울",,,"함박스테이크 라이스 런치","8000","20241231"
"고래불 역삼점","서울특별시 강남구 논현로79길 62","11","11680","127.034042","37.4963219","서울",,,"동해돌문어숙회","45000","20241231"
"하오","서울특별시 강남구 대치동 895 4층","11","11680","127.0539061","37.5041798","서울",,,"북경오리",,"20241231"
"진대감","서울특별시 강남구 대치동 895-11","11","11680","127.0539805","37.5040317","서울",,,"차돌삼합",,"20241231"
"채근담","서울특별시 강남구 대치동 983","11","11680","127.0650207","37.5034299","서울",,,"비건한정식",,"20241231"
"맛자랑","서울특별시 강남구 대치동 987-7","11","11680","127.0631444","37.5002929","서울",,,"콩국수",,"20241231"
"초량돼지","서울특별시 강남구 대치동 996-14","11","11680","127.0657544","37.5086497","서울",,,"돼지껍데기",,"20241231"
"포브라더스","서울특별시 강남구 도곡동 424-5","11","11680","127.0442799","37.4830366","서울",,,"안심 쌀국수, 월남쌈",,"20241231"
"봉족발","서울특별시 강남구 도곡동 954-12","11","11680","127.0349171","37.4854832","서울",,,"이색족발",,"20241231"
"서경도락 도산대로점","서울특별시 강남구 도산대로 208","11","11680","127.03414","37.5210682","서울",,,"평양식 직화불고기","26000","20241231"
"호무랑","서울특별시 강남구 도산대로 442","11","11680","127.0436578","37.5233934","서울","https://srs.echosunhotel.com/homurang/intro.do?rstrntCode=HOMURANG",,"산마붓가케소바","24000","20241231"
"새벽집 청담동점","서울특별시 강남구 도산대로101길 6","11","11680","127.0529061","37.525518","서울","http://saebyukjip.modoo.at/",,"꽃등심(150g)","58000","20241231"
"듀자미","서울특별시 강남구 도산대로11길 28","11","11680","127.0225811","37.519367","서울",,,"카라멜 소금케이크(조각)","6700","20241231"
"배러댄비프","서울특별시 강남구 도산대로11길 5","11","11680","127.0222988","37.5178137","서울",,,"오리지널그릴드삼겹살","19000","20241231"
"베러댄비프","서울특별시 강남구 도산대로11길 5","11","11680","127.0222988","37.5178137","서울",,,"버라이어티 삼겹살","33200","20241231"
"달식탁","서울특별시 강남구 도산대로15길 11","11","11680","127.0237617","37.5190758","서울","http://dalsiktak.kr",,"조갯살이 들어간 방아잎전","28000","20241231"
"댈러스바베큐","서울특별시 강남구 도산대로15길 32-10 지하 1층","11","11680","127.0235436","37.5209049","서울","http://www.instagram.com/dallas_bbq",,"댈러스플래터","43000","20241231"
"C27 가로수길점","서울특별시 강남구 도산대로15길 39","11","11680","127.0232442","37.5207485","서울","https://www.instagram.com/27cheesecake/",,"치즈케이크","8900","20241231"
"두레국수","서울특별시 강남구 도산대로37길 28","11","11680","127.0315325","37.5228568","서울",,,"두레국수","8000","20241231"
"스시선수","서울특별시 강남구 도산대로45길 6 호림아트센터 2빌딩","11","11680","127.0363682","37.5228477","서울","http://sushisunsoo.modoo.at/",,"점심 스시세트","65000","20241231"
"도산분식 도산공원점","서울특별시 강남구 도산대로49길 10-6 젤로빌딩","11","11680","127.0378901","37.523692","서울","http://www.instagram.com/dosanbunsik",,"도산떡볶이","5500","20241231"
"리틀넥 청담점","서울특별시 강남구 도산대로51길 17","11","11680","127.0377654","37.5242307","서울","http://instagram.com/littleneckseoul",,"에그 베이컨 프레첼","12000","20241231"
"오아시스","서울특별시 강남구 도산대로55길 20","11","11680","127.0406188","37.5247834","서울","http://www.instagram.com/oasisbrunch",,"타이 누들 샐러드","22000","20241231"
"파스토","서울특별시 강남구 도산대로62길 17 지층 PASTO","11","11680","127.0430966","37.5222528","서울","http://www.pasto.kr/",,"SEA URCHIN","36000","20241231"
"밍글스","서울특별시 강남구 도산대로67길 19 힐탑빌딩 2층","11","11680","127.0441743","37.525389","서울","http://www.restaurant-mingles.com/",,"런치메뉴(재철 회 + 도토리묵 + 산초페스토 + 나주배 + 흑임자 + 돼지감자 규아상 + 모렐버섯 + 양지육수 + 오늘의 생선요리 + 제철 과일 타르트 + 떡갈비 반상 or 랍스터 or 다양한 부위의 한우 + 티 or 커피)","90000","20241231"
"테라13","서울특별시 강남구 도산대로90길 13","11","11680","127.0491532","37.5235011","서울",,,"블랙 트러플과 페스토 파케리","35000","20241231"
"영천영화","서울특별시 강남구 도산대로90길 3","11","11680","127.049586","37.5239654","서울","http://www.ycyh.co.kr",,"한우육회","32000","20241231"
"카퍼룸","서울특별시 강남구 봉은사로 410","11","11680","127.0453885","37.5102947","서울","http://www.instagram.com/copperroom_brewery",,"카퍼싱글","8000","20241231"
"봉화전","서울특별시 강남구 봉은사로 632","11","11680","127.064561","37.5146421","서울",,,"육전모듬","25000","20241231"
"옛골","서울특별시 강남구 봉은사로24길 12","11","11680","127.0325732","37.505949","서울",,,"꽁치 묵은지 찌개","18000","20241231"
"더블트러블","서울특별시 강남구 봉은사로4길 22 1층","11","11680","127.0263822","37.5033813","서울","http://www.instagram.com/double_trouble_korea",,"더블트러블","10900","20241231"
"대가","서울특별시 강남구 봉은사로4길 24","11","11680","127.0264275","37.5032837","서울",,,"만두전골 중","25000","20241231"
"이딸라시안","서울특별시 강남구 봉은사로4길 36 운현빌딩 지하 1층","11","11680","127.0268427","37.5024963","서울","https://www.facebook.com/italasian",,"채끝 등심 파히타(2인)","31000","20241231"
